Index,Sentence,Caring,Boredom,Disappointment,Nervousness,Annoyance,Contempt,Sarcasm,Fear,Approval,Desire,Curiosity,Disgust,Pride,Confusion,Gratitude,Love,Amusement,Grief,Joy,Admiration,Embarrassment,Neutral,Anger,Disapproval,Relief,Surprise,Remorse,Realization,Excitement,Envy,Optimism,Sadness,text,id,clean_text,label,avg_sent_len,lexical_div,num_sents,flesch,fk_grade,polarity,subjectivity
31,"Bertha held him tighter, burying her face in his thin back. It was a known fact for both of them. Dominic was infertile because of the drug for his ailment—or so they say. They tried all they could and eventually gave up. ""Please say you love me..."" He said.",0.1272999999999999,0.0,0.0908999999999999,0.0364,0.0,0.0,0.0,0.0182,0.0,0.1091,0.0,0.0,0.0,0.0,0.0,0.1817999999999999,0.0,0.1635999999999999,0.0,0.0,0.0,0.0544999999999999,0.0,0.0,0.0,0.0,0.0727,0.0,0.0,0.0,0.0,0.1454999999999999,"Bertha held him tighter, burying her face in his thin back. It was a known fact for both of them. Dominic was infertile because of the drug for his ailment—or so they say. They tried all they could and eventually gave up. ""Please say you love me..."" He said.",31,"bertha held him tighter, burying her face in his thin back. it was a known fact for both of them. dominic was infertile because of the drug for his ailment—or so they say. they tried all they could and eventually gave up. ""please say you love me..."" he said.",Love,11.6,0.8103448275862069,5.0,86.39004081632655,3.644244897959183,0.033333333333333326,0.4833333333333334
32,"""Please..."" The rose garden was the first thing about the castle she loved. It was well maintained, cared for with utmost attention. It was dusk... The dying orange-pink hues graced the sky.",0.0869999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1522,0.0651999999999999,0.0,0.0,0.0,0.0,0.0,0.1957,0.0,0.0434999999999999,0.0217,0.1738999999999999,0.0,0.1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.1303999999999999,"""Please..."" The rose garden was the first thing about the castle she loved. It was well maintained, cared for with utmost attention. It was dusk... The dying orange-pink hues graced the sky.",32,"""please..."" the rose garden was the first thing about the castle she loved. it was well maintained, cared for with utmost attention. it was dusk... the dying orange-pink hues graced the sky.",Love,13.333333333333334,0.75,3.0,90.32125,2.6487499999999997,0.5166666666666666,0.6944444444444443
33,"Standing in the midst of roses, she sighed, feeling the breeze on her skin. She owned this... all of this. She had lands and properties—assets that could move an entire state. She could have everything at her feet. All thanks to the Bargainer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.1071,0.0,0.0,0.1784999999999999,0.0,0.1428999999999999,0.0178999999999999,0.0,0.0,0.1607,0.0536,0.0,0.0893,0.0,0.0,0.125,0.0,0.0,0.0,0.0178999999999999,0.0,0.0714,0.0,"Standing in the midst of roses, she sighed, feeling the breeze on her skin. She owned this... all of this. She had lands and properties—assets that could move an entire state. She could have everything at her feet. All thanks to the Bargainer.",33,"standing in the midst of roses, she sighed, feeling the breeze on her skin. she owned this... all of this. she had lands and properties—assets that could move an entire state. she could have everything at her feet. all thanks to the bargainer.",Pride,10.2,0.7058823529411765,5.0,91.35153100775194,2.2980232558139555,0.1,0.4125
34,"Clad in pristine clothing—sharp, black, yet comfortable—she turned to the Bargainer who stood hunched beside her, his cane firm on the soil, his shadow from the dying sun larger than life. ""Here you are... At the top of the world."" He began. He started tapping his cane in a slow rhythm. ""Remember the first time we met?""",0.0,0.0,0.0,0.1943999999999999,0.0,0.0,0.0,0.1111,0.0555999999999999,0.0,0.1666999999999999,0.0,0.1388999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0832999999999999,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0277999999999999,0.0,0.0,0.0,"Clad in pristine clothing—sharp, black, yet comfortable—she turned to the Bargainer who stood hunched beside her, his cane firm on the soil, his shadow from the dying sun larger than life. ""Here you are... At the top of the world."" He began. He started tapping his cane in a slow rhythm. ""Remember the first time we met?""",34,"clad in pristine clothing—sharp, black, yet comfortable—she turned to the bargainer who stood hunched beside her, his cane firm on the soil, his shadow from the dying sun larger than life. ""here you are... at the top of the world."" he began. he started tapping his cane in a slow rhythm. ""remember the first time we met?""",Neutral,14.2,0.7464788732394366,5.0,83.9482105263158,4.382315789473687,0.013888888888888876,0.4277777777777778
35,"She could remember it fully. Fried blonde hair, melted makeup, gaudy clothes, drowning in the rain—she was being chased from the street where she did business.",0.0,0.0,0.0832999999999999,0.0,0.0,0.0,0.0,0.1388999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555999999999999,0.0,0.0,0.1943999999999999,0.1111,0.0277999999999999,0.0,0.0,0.0,0.1666999999999999,0.0,0.0,0.0,0.0,0.2222,"She could remember it fully. Fried blonde hair, melted makeup, gaudy clothes, drowning in the rain—she was being chased from the street where she did business.",35,"she could remember it fully. fried blonde hair, melted makeup, gaudy clothes, drowning in the rain—she was being chased from the street where she did business.",Sadness,15.5,0.8387096774193549,2.0,76.50153846153849,5.818461538461541,0.0,0.0
36,"Bertha was an empty husk. Devoid of light in those black, beautiful eyes. The rain fell heavier than ever, each drop hitting against her skin like stones, fueling her hatred.",0.0,0.0,0.1463,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.0244,0.0,0.0,0.0,0.0,0.0,0.1706999999999999,0.0,0.0,0.0,0.0976,0.2439,0.0,0.0,0.0,0.0732,0.0,0.0,0.0,0.0,0.1950999999999999,"Bertha was an empty husk. Devoid of light in those black, beautiful eyes. The rain fell heavier than ever, each drop hitting against her skin like stones, fueling her hatred.",36,"bertha was an empty husk. devoid of light in those black, beautiful eyes. the rain fell heavier than ever, each drop hitting against her skin like stones, fueling her hatred.",Anger,12.0,0.8611111111111112,3.0,78.24500000000002,4.830000000000002,0.17666666666666667,0.5666666666666667
37,"Just when she contemplated committing atrocities, she felt the rain had stopped. Lifting her smeared face from her knees, her red eyes drifted to the shadow beside her. It was large, too large to be normal. Following the dark clothes, her eyes met a mask. A black velvet mask with no shape, no contour. Oval.",0.0,0.0,0.0,0.0832999999999999,0.0,0.0,0.0,0.2222,0.0,0.0,0.1666999999999999,0.0555999999999999,0.0,0.0277999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.1388999999999999,0.0,0.0,0.1943999999999999,0.0,0.0,0.0,0.0,0.0,0.0,"Just when she contemplated committing atrocities, she felt the rain had stopped. Lifting her smeared face from her knees, her red eyes drifted to the shadow beside her. It was large, too large to be normal. Following the dark clothes, her eyes met a mask. A black velvet mask with no shape, no contour. Oval.",37,"just when she contemplated committing atrocities, she felt the rain had stopped. lifting her smeared face from her knees, her red eyes drifted to the shadow beside her. it was large, too large to be normal. following the dark clothes, her eyes met a mask. a black velvet mask with no shape, no contour. oval.",Fear,11.0,0.6666666666666666,6.0,83.38272727272728,4.361818181818183,0.03741496598639455,0.348639455782313
38,"""Pretty girls shouldn't be out in the rain."" It said. Its voice clear amidst the downpour. She eyed him with her brow raised and chuckled, not that it was funny. She had finally lost her mind.",0.0,0.0,0.0,0.0,0.0555999999999999,0.0,0.1666999999999999,0.1388999999999999,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.1943999999999999,0.0,0.0,0.0,0.0,0.1111,0.0277999999999999,0.0,0.0,0.0832999999999999,0.0,0.0,0.0,0.0,0.0,0.0,"""Pretty girls shouldn't be out in the rain."" It said. Its voice clear amidst the downpour. She eyed him with her brow raised and chuckled, not that it was funny. She had finally lost her mind.",38,"""pretty girls shouldn't be out in the rain."" it said. its voice clear amidst the downpour. she eyed him with her brow raised and chuckled, not that it was funny. she had finally lost her mind.",Confusion,9.0,0.8222222222222222,5.0,94.30000000000001,2.342222222222226,0.15000000000000002,0.8458333333333333
39,"""Aren't you a lovely thing."" She laughed, leaning against the wall for support before lifting herself off the ground. Now standing, she was fully aware of how tall the creature was. She was quite tall herself, being 5'11"", but she felt like a child facing the monstrosity.",0.0,0.0,0.0,0.0832999999999999,0.0,0.0,0.0277999999999999,0.2222,0.0,0.0,0.0,0.0,0.0,0.1388999999999999,0.0,0.0,0.1666999999999999,0.0,0.0,0.0555999999999999,0.0,0.1111,0.0,0.0,0.0,0.1943999999999999,0.0,0.0,0.0,0.0,0.0,0.0,"""Aren't you a lovely thing."" She laughed, leaning against the wall for support before lifting herself off the ground. Now standing, she was fully aware of how tall the creature was. She was quite tall herself, being 5'11"", but she felt like a child facing the monstrosity.",39,"""aren't you a lovely thing."" she laughed, leaning against the wall for support before lifting herself off the ground. now standing, she was fully aware of how tall the creature was. she was quite tall herself, being 5'11"", but she felt like a child facing the monstrosity.",Fear,14.75,0.6949152542372882,4.0,77.90875,5.311648936170215,0.48333333333333334,0.39999999999999997
40,"""You want a free night? Well, beat it. I quit."" She hissed and threw spit onto the rainy ground. The stranger just stared through the mask as if watching her behavior. They were still under the large black umbrella. It looked expensive, same as his attire and the long cane which he held in his left hand, supporting his crouch.",0.0,0.0,0.0,0.0,0.1935,0.2258,0.0967999999999999,0.0645,0.0,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.2580999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""You want a free night? Well, beat it. I quit."" She hissed and threw spit onto the rainy ground. The stranger just stared through the mask as if watching her behavior. They were still under the large black umbrella. It looked expensive, same as his attire and the long cane which he held in his left hand, supporting his crouch.",40,"""you want a free night? well, beat it. i quit."" she hissed and threw spit onto the rainy ground. the stranger just stared through the mask as if watching her behavior. they were still under the large black umbrella. it looked expensive, same as his attire and the long cane which he held in his left hand, supporting his crouch.",Anger,10.285714285714286,0.7777777777777778,7.0,90.935,3.0599999999999987,0.018452380952380963,0.39211309523809523
41,"Just as she was about to leave, she heard his voice. ""I can get you everything you desire."" The alley was silent, so silent she heard her own breath. Everything she desired? Recalling those memories was painful, considering what she did to get to the top, the things she sacrificed.",0.0,0.0,0.0256,0.0512999999999999,0.0,0.0,0.0,0.0768999999999999,0.0,0.2051,0.1537999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768999999999999,0.0,0.0,0.0,0.1794999999999999,0.1025999999999999,0.0,0.0,0.0001,0.0,0.1282,"Just as she was about to leave, she heard his voice. ""I can get you everything you desire."" The alley was silent, so silent she heard her own breath. Everything she desired? Recalling those memories was painful, considering what she did to get to the top, the things she sacrificed.",41,"just as she was about to leave, she heard his voice. ""i can get you everything you desire."" the alley was silent, so silent she heard her own breath. everything she desired? recalling those memories was painful, considering what she did to get to the top, the things she sacrificed.",Desire,12.2,0.639344262295082,5.0,74.86100000000002,5.302000000000003,0.08,0.52
42,"The Bargainer had stayed true to his word, giving her everything she had wanted. Now she was in the beautiful garden of her own estate, talking to the same Bargainer, but the situation was different yet the same. A condition must be met.",0.0,0.0,0.0,0.1666999999999999,0.0,0.0,0.0,0.0333,0.0333,0.1,0.0,0.0,0.0,0.0,0.2666999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0666999999999999,0.0,0.1333,0.0,0.0,0.0,0.0,"The Bargainer had stayed true to his word, giving her everything she had wanted. Now she was in the beautiful garden of her own estate, talking to the same Bargainer, but the situation was different yet the same. A condition must be met.",42,"the bargainer had stayed true to his word, giving her everything she had wanted. now she was in the beautiful garden of her own estate, talking to the same bargainer, but the situation was different yet the same. a condition must be met.",Gratitude,16.333333333333332,0.6938775510204082,3.0,68.33782945736438,7.288372093023256,0.3,0.5833333333333334
43,"""Nothing in this world comes free."" She muttered. The sun had already set. They had been standing for thirty minutes. ""Ever wondered about the cycle of the sun?"" He questioned. She glanced at him.",0.0,0.0,0.0555999999999999,0.1943999999999999,0.0,0.0,0.0,0.1111,0.0,0.0,0.1666999999999999,0.0,0.0,0.0277999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388999999999999,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0832999999999999,"""Nothing in this world comes free."" She muttered. The sun had already set. They had been standing for thirty minutes. ""Ever wondered about the cycle of the sun?"" He questioned. She glanced at him.",43,"""nothing in this world comes free."" she muttered. the sun had already set. they had been standing for thirty minutes. ""ever wondered about the cycle of the sun?"" he questioned. she glanced at him.",Realization,6.428571428571429,0.7333333333333333,7.0,85.47417647058826,3.0267058823529425,0.4,0.8
44,"""It is already predestined. Rises by dawn, falls by dusk."" It was how it worked; it was just the order. The Bargainer nodded in approval. ""Still the same. No matter the centuries, the millennia that passed. The human life is too short, but each lifetime starts with dawn and ends with dusk.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.2187999999999999,0.0,0.0937999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313,0.0,0.2497999999999999,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1562999999999999,"""It is already predestined. Rises by dawn, falls by dusk."" It was how it worked; it was just the order. The Bargainer nodded in approval. ""Still the same. No matter the centuries, the millennia that passed. The human life is too short, but each lifetime starts with dawn and ends with dusk.""",44,"""it is already predestined. rises by dawn, falls by dusk."" it was how it worked; it was just the order. the bargainer nodded in approval. ""still the same. no matter the centuries, the millennia that passed. the human life is too short, but each lifetime starts with dawn and ends with dusk.""",Neutral,9.571428571428571,0.6417910447761194,7.0,83.78346153846157,3.418681318681319,0.0,0.17500000000000002
45,"""Dusk."" ""Yes, I'm afraid your dusk is coming. Be prepared."" Her heart beat loudly against her chest. Shifting back, she glared at the Bargainer. How could she not understand what he was saying?",0.0,0.0,0.0544999999999999,0.1635999999999999,0.0,0.0,0.0,0.1817999999999999,0.0,0.0,0.0182,0.0,0.0,0.1272999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364,0.1454999999999999,0.0,0.0,0.1091,0.0,0.0908999999999999,0.0,0.0,0.0,0.0727,"""Dusk."" ""Yes, I'm afraid your dusk is coming. Be prepared."" Her heart beat loudly against her chest. Shifting back, she glared at the Bargainer. How could she not understand what he was saying?",45,"""dusk."" ""yes, i'm afraid your dusk is coming. be prepared."" her heart beat loudly against her chest. shifting back, she glared at the bargainer. how could she not understand what he was saying?",Fear,7.666666666666667,0.782608695652174,6.0,85.66125000000002,3.3608333333333356,-0.16666666666666666,0.5666666666666668
46,"""Watch your words..."" Bertha hissed through gritted teeth. How could that be? It was just too soon. If she left, who would inherit all this? All the wealth she had accumulated over the years?",0.0,0.0,0.0391999999999999,0.098,0.1569,0.0,0.0,0.1764999999999999,0.0,0.1175999999999999,0.0,0.0,0.0,0.0195999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587999999999999,0.1960999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1373,"""Watch your words..."" Bertha hissed through gritted teeth. How could that be? It was just too soon. If she left, who would inherit all this? All the wealth she had accumulated over the years?",46,"""watch your words..."" bertha hissed through gritted teeth. how could that be? it was just too soon. if she left, who would inherit all this? all the wealth she had accumulated over the years?",Anger,8.6,0.8604651162790697,5.0,94.08921568627453,1.5435294117647054,0.0,0.0
47,"The Bargainer chuckled as soon as he heard her words. People always seemed to forget where they came from after tasting wealth. It was still the same, regardless of the time that passed. Centuries? Millennia? It didn't matter.",0.0,0.0,0.0,0.0,0.0,0.2222,0.1111,0.0,0.0,0.0,0.0,0.0,0.0277999999999999,0.0,0.0,0.0,0.1943999999999999,0.0,0.0,0.0,0.0,0.1666999999999999,0.0555999999999999,0.1388999999999999,0.0,0.0,0.0,0.0832999999999999,0.0,0.0,0.0,0.0,"The Bargainer chuckled as soon as he heard her words. People always seemed to forget where they came from after tasting wealth. It was still the same, regardless of the time that passed. Centuries? Millennia? It didn't matter.",47,"the bargainer chuckled as soon as he heard her words. people always seemed to forget where they came from after tasting wealth. it was still the same, regardless of the time that passed. centuries? millennia? it didn't matter.",Contempt,7.666666666666667,0.8260869565217391,6.0,74.74513157894737,5.193947368421053,0.0,0.125
48,"""My words have never changed. You asked for the condition and I laid it. Enjoy the time you have left."" He planted his cane down, stopping the rhythm that had been going on, the rhythm Bertha had grown to fear.",0.0,0.0,0.16,0.1199999999999999,0.02,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1799999999999999,0.0,0.0,0.0,0.0599999999999999,0.04,0.0,0.0,0.0,0.14,"""My words have never changed. You asked for the condition and I laid it. Enjoy the time you have left."" He planted his cane down, stopping the rhythm that had been going on, the rhythm Bertha had grown to fear.",48,"""my words have never changed. you asked for the condition and i laid it. enjoy the time you have left."" he planted his cane down, stopping the rhythm that had been going on, the rhythm bertha had grown to fear.",Fear,12.0,0.7708333333333334,4.0,90.935,3.0599999999999987,0.08148148148148147,0.262962962962963
49,"She watched as he went away, slowly as he came. Shutting her eyes, she took a deep breath, trying to calm herself. Bertha couldn't sleep that night. She was still in the rose garden, still in her work clothes. Her dark eyes gazed through the woods under the moonlight.",0.0,0.0,0.0832999999999999,0.1943999999999999,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555999999999999,0.0,0.0,0.0,0.1111,0.0,0.0,0.1388999999999999,0.0,0.0277999999999999,0.0,0.0,0.0,0.0,0.1666999999999999,"She watched as he went away, slowly as he came. Shutting her eyes, she took a deep breath, trying to calm herself. Bertha couldn't sleep that night. She was still in the rose garden, still in her work clothes. Her dark eyes gazed through the woods under the moonlight.",49,"she watched as he went away, slowly as he came. shutting her eyes, she took a deep breath, trying to calm herself. bertha couldn't sleep that night. she was still in the rose garden, still in her work clothes. her dark eyes gazed through the woods under the moonlight.",Fear,11.8,0.6949152542372882,5.0,95.02269387755103,2.440163265306122,0.09,0.58
50,"Sitting on a stone pavement, she was in deep thought. She didn't want to die. She wanted to live. She was only 28. Puffing the cigar from her nose, she ruffled her black hair. She needed a plan. She needed to leave the country, the continent if need be, so they wouldn't find her.",0.0,0.0,0.0,0.1489,0.0,0.0,0.0,0.2127,0.0,0.1915,0.0212999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0850999999999999,0.0637999999999999,0.0,0.0,0.0,0.0425999999999999,0.0,0.0,0.0,0.1063999999999999,0.1277,"Sitting on a stone pavement, she was in deep thought. She didn't want to die. She wanted to live. She was only 28. Puffing the cigar from her nose, she ruffled her black hair. She needed a plan. She needed to leave the country, the continent if need be, so they wouldn't find her.",50,"sitting on a stone pavement, she was in deep thought. she didn't want to die. she wanted to live. she was only 28. puffing the cigar from her nose, she ruffled her black hair. she needed a plan. she needed to leave the country, the continent if need be, so they wouldn't find her.",Fear,11.0,0.6363636363636364,6.0,92.47166666666666,2.27783068783069,-0.007575757575757576,0.5833333333333333
51,"Alone in the rose garden, she contemplated the identity of the Bargainer. She had never seen his face underneath that mask. Never seen him anywhere else except when he came to meet her. His entire existence was a mystery to her.",0.0,0.0,0.0,0.1713999999999999,0.0,0.0,0.0,0.1142999999999999,0.0,0.0,0.2285999999999999,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428999999999999,0.0,0.0,0.0,0.0856999999999999,0.0,0.0,0.0,0.0,0.0,0.0570999999999999,"Alone in the rose garden, she contemplated the identity of the Bargainer. She had never seen his face underneath that mask. Never seen him anywhere else except when he came to meet her. His entire existence was a mystery to her.",51,"alone in the rose garden, she contemplated the identity of the bargainer. she had never seen his face underneath that mask. never seen him anywhere else except when he came to meet her. his entire existence was a mystery to her.",Curiosity,11.5,0.7608695652173914,4.0,64.37271341463415,6.827012195121952,0.3,0.7875
52,"Since that night under the rain, her life had changed. She had been a prostitute, wasted goods. She had been robbed and beaten that night. Being the least beautiful among the girls in the same profession, she had been the least favored.",0.0,0.0,0.1590999999999999,0.0,0.0,0.0,0.0,0.0454999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1817999999999999,0.0,0.0,0.0681999999999999,0.0908999999999999,0.1136,0.0,0.0,0.0,0.1363999999999999,0.0,0.0,0.0,0.0,0.2044999999999999,"Since that night under the rain, her life had changed. She had been a prostitute, wasted goods. She had been robbed and beaten that night. Being the least beautiful among the girls in the same profession, she had been the least favored.",52,"since that night under the rain, her life had changed. she had been a prostitute, wasted goods. she had been robbed and beaten that night. being the least beautiful among the girls in the same profession, she had been the least favored.",Sadness,12.25,0.6122448979591837,4.0,87.40607142857144,3.6764285714285734,0.1416666666666667,0.47083333333333327
53,She got everything she wanted in the end. Revenge? She paid them back every coin. Properties and assets? She got them through her late husband. This magnificent castle? She got it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.0967999999999999,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.2258,0.0323,0.0,0.129,0.0,0.0,0.1612999999999999,0.0,0.0,0.0,0.0,0.0,0.0645,0.0,She got everything she wanted in the end. Revenge? She paid them back every coin. Properties and assets? She got them through her late husband. This magnificent castle? She got it.,53,she got everything she wanted in the end. revenge? she paid them back every coin. properties and assets? she got them through her late husband. this magnificent castle? she got it.,Pride,5.428571428571429,0.6842105263157895,7.0,78.78438172043012,3.5540322580645167,0.2333333333333333,0.5333333333333333
54,"But it didn't come without a price, as she had thought. The price was too much. She valued her life, her goods.",0.0,0.0,0.2222,0.0277999999999999,0.0,0.0,0.0,0.1943999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832999999999999,0.0555999999999999,0.0,0.0,0.0,0.1111,0.1388999999999999,0.0,0.0,0.0,0.1666999999999999,"But it didn't come without a price, as she had thought. The price was too much. She valued her life, her goods.",54,"but it didn't come without a price, as she had thought. the price was too much. she valued her life, her goods.",Disappointment,9.333333333333334,0.7857142857142857,3.0,103.25530303030304,0.6790909090909132,0.2,0.2
55,"Lifting herself off the stone pavement, she strolled back into the castle. She had a plan in mind, and she would see it through to the end. She would not die like this. She would prevent her dusk from happening.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0714,0.0,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428999999999999,0.1071,0.0,0.0,0.0,0.0,0.0,0.1786,0.0,0.2142999999999999,0.0,"Lifting herself off the stone pavement, she strolled back into the castle. She had a plan in mind, and she would see it through to the end. She would not die like this. She would prevent her dusk from happening.",55,"lifting herself off the stone pavement, she strolled back into the castle. she had a plan in mind, and she would see it through to the end. she would not die like this. she would prevent her dusk from happening.",Fear,11.5,0.7391304347826086,4.0,95.165,2.4700000000000024,0.0,0.0
56,"Bertha had always been the bitter child. Even as a little girl at the orphanage, everyone knew her with a frown on her little face. That nature grew with her and cost her many things. Ungrateful, greedy, selfish... Those were the words that followed her into adulthood, the words she built around herself as a fortress.",0.0,0.0,0.0856999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1142999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1713999999999999,0.1428999999999999,0.2,0.0,0.0,0.0570999999999999,0.0,0.0,0.0,0.0,0.2285999999999999,"Bertha had always been the bitter child. Even as a little girl at the orphanage, everyone knew her with a frown on her little face. That nature grew with her and cost her many things. Ungrateful, greedy, selfish... Those were the words that followed her into adulthood, the words she built around herself as a fortress.",56,"bertha had always been the bitter child. even as a little girl at the orphanage, everyone knew her with a frown on her little face. that nature grew with her and cost her many things. ungrateful, greedy, selfish... those were the words that followed her into adulthood, the words she built around herself as a fortress.",Sadness,16.25,0.6923076923076923,4.0,76.12057142857144,5.424428571428571,-0.095,0.6
57,"Kicked out of the orphanage because she was too old to stay and be adopted, she tried many ways of living. She dropped out of secondary school and began working as a cleaner behind bars. Nobody wanted to see her face; they said it would scare the customers away.",0.0,0.0,0.1943999999999999,0.0,0.0,0.0,0.0,0.0277999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832999999999999,0.1388999999999999,0.1666999999999999,0.0555999999999999,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.2222,"Kicked out of the orphanage because she was too old to stay and be adopted, she tried many ways of living. She dropped out of secondary school and began working as a cleaner behind bars. Nobody wanted to see her face; they said it would scare the customers away.",57,"kicked out of the orphanage because she was too old to stay and be adopted, she tried many ways of living. she dropped out of secondary school and began working as a cleaner behind bars. nobody wanted to see her face; they said it would scare the customers away.",Sadness,18.0,0.8148148148148148,3.0,71.12605442176874,7.396326530612246,-0.02500000000000001,0.425
58,"She was eventually kicked out because of her attitude, her nonchalance. Roaming the streets, she was caught in a series of unfortunate events before ultimately staying on the road, looking for anyone who would trade money for her body. She fried her black hair blonde, put on the heaviest makeup, wore the lightest clothes—even in cold weather.",0.0,0.0,0.2069,0.0,0.0,0.0,0.0,0.0,0.0,0.1378999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.1723999999999999,0.069,0.0,0.0,0.0,0.1034,0.0,0.0,0.0,0.0,0.2758999999999999,"She was eventually kicked out because of her attitude, her nonchalance. Roaming the streets, she was caught in a series of unfortunate events before ultimately staying on the road, looking for anyone who would trade money for her body. She fried her black hair blonde, put on the heaviest makeup, wore the lightest clothes—even in cold weather.",58,"she was eventually kicked out because of her attitude, her nonchalance. roaming the streets, she was caught in a series of unfortunate events before ultimately staying on the road, looking for anyone who would trade money for her body. she fried her black hair blonde, put on the heaviest makeup, wore the lightest clothes—even in cold weather.",Sadness,21.666666666666668,0.7076923076923077,3.0,55.45526315789476,10.244561403508772,-0.2533333333333333,0.6866666666666668
59,"There was nothing she wouldn't do for money. And then, at her lowest, the Bargainer came. Offered a deal too good to resist, and gave her a life too good to be true. Well, almost too good. Now, sitting at her chiffonier, cleaning her face, she looked at her features once again. Low cheekbones, thin lips, eyes larger than their sockets. She was less than beautiful, far less.",0.0,0.0,0.2069,0.0,0.0,0.0,0.0,0.0345,0.0,0.2758999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378999999999999,0.0,0.0,0.1034,0.0,0.069,0.0,0.0,0.0,0.0,0.1723999999999999,"There was nothing she wouldn't do for money. And then, at her lowest, the Bargainer came. Offered a deal too good to resist, and gave her a life too good to be true. Well, almost too good. Now, sitting at her chiffonier, cleaning her face, she looked at her features once again. Low cheekbones, thin lips, eyes larger than their sockets. She was less than beautiful, far less.",59,"there was nothing she wouldn't do for money. and then, at her lowest, the bargainer came. offered a deal too good to resist, and gave her a life too good to be true. well, almost too good. now, sitting at her chiffonier, cleaning her face, she looked at her features once again. low cheekbones, thin lips, eyes larger than their sockets. she was less than beautiful, far less.",Desire,12.285714285714286,0.6162790697674418,7.0,88.7367647058824,3.295630252100839,0.24242424242424246,0.5666666666666665
60,"Yet Dominic saw her... treasured her, even knowing what she was truly after. He was the only one in a long, very long time who called her name with tenderness. ""Bertha..."" Please say you love me...",0.1091,0.0,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0908999999999999,0.0,0.0,0.0,0.0,0.1635999999999999,0.1817999999999999,0.0,0.1272999999999999,0.0,0.0544999999999999,0.0,0.0727,0.0,0.0,0.0,0.0,0.0364,0.0,0.0,0.0,0.0,0.1454999999999999,"Yet Dominic saw her... treasured her, even knowing what she was truly after. He was the only one in a long, very long time who called her name with tenderness. ""Bertha..."" Please say you love me...",60,"yet dominic saw her... treasured her, even knowing what she was truly after. he was the only one in a long, very long time who called her name with tenderness. ""bertha..."" please say you love me...",Love,15.0,0.8222222222222222,3.0,84.90000000000003,3.653333333333336,0.09625,0.63
